str_1164|Dummy first line
str_id_5433|{s9} 的 酒，供 宾 客 畅 饮，总 数 是 {s8}
str_id_5434|{s9} 的 香 料，最 能 体 现 出 主 人 待 客 不 惜 成 本 的 东 西，总 数 是 {s8}。
str_id_5435|{s9} 的 油，用 来 点 亮 所 有 的 灯，总 数 是 {s8}。
str_id_5436|{s9} 总 体 而 言，我 们 的 宴 席 将 被 评 为 {s8}。
str_id_5437|叛 军 
str_id_5438|强 盗 
str_id_5439|囚 犯 与 捕 获 者 的 关 系 是 {reg0}
str_id_5440|{s5} 遭 受 损 耗：{reg3}x {s4}
str_id_5442|{s10} 在 {s1} 说：{s11}^^ 
str_id_5444|统 计 任 务 中 伤 亡 人 数……
str_id_5445|从 {s5} 取 走 {s4}
str_id_5446|{s4} 参 与 越 狱 
str_id_5447|帮 手 已 生 成。
str_id_5448|在 越 狱 时 离 开 这 个 地 区 
str_id_5449|和 教 练 谈 谈。
str_id_5450|女 性 
str_id_5451|男 性 
str_id_5452|贵 族 的 
str_id_5453|平 凡 的 
str_id_5454|可 能 会 发 现 你 能 够 相 对 较 快 地 在 旧 世 界 的 伟 大 领 主 中 占 据 一 席 之 地
str_id_5455|可 能 会 在 旧 世 界 的 伟 大 领 主 中 确 立 自 己 作 为 平 等 者 时 面 临 一 些 困 难 {reg33?:}
str_id_5456|想 在 旧 世 界 的 大 领 主 之 间 赢 得 平 等 地 位，恐 怕 要 面 临 重 重 困 难。{reg33?:}
str_id_5457|当 前 部 队 士 气 {reg5}。^当 前 部 队 士 气 修 正：^^基 础 士 气：+{reg6}^部 队 规 模：{s2}{reg1}^统 率：{s3}{reg2}^食 物 种 类：{s4}{reg3}{s5}{s6}^近 期 事 件：{s7}{reg4}^总 和：{reg5}^^^
str_id_5458|{s1} 额 外 士 气 来 自 {s9} 部 队：{reg6}^
str_id_5459|求 爱 进 程：^ 
str_id_5460|{s1}^{s2}，关 系 {reg3}，上 一 次 见 面 是 在 {reg4}天 前 
str_id_5461|{s1}^^ 学 得 的 诗 歌：
str_id_5462|{s1}^ 爱 情 城 堡 之 风 暴（寓 言 类）
str_id_5463|{s1}^凯 斯 和 莱 亚 拉（悲 剧 类）
str_id_5464|{s1}^ 花 园 中 的 谈 话（喜 剧 类）
str_id_5465|{s1}^海 格 雷 德 和 凯 拉（传 奇 类）
str_id_5466|{s1}^ 心 中 的 渴 望（神 秘 类）
str_id_5467|没 有 服 役 中 的 同 伴 
str_id_5468|不 需 要 同 伴 
str_id_5469|募 集 支 持 
str_id_5470|预 计 很 快 返 回 
str_id_5471|预 计 在 大 约 {reg3}日 后 回 来 
str_id_5472|在 {s9} 收 集 情 报
str_id_5473|去 {s9} 的 外 交 大 使 
str_id_5474|当 首 席 大 臣 
str_id_5475|在 你 {s9} 的 大 厅 
str_id_5476|武 装 待 命
str_id_5477|在 你 的 队 伍 里 
str_id_5480|在 {s11} 附 近 发 现 敌 情 
str_id_5481|在 {s11} 举 行 宴 会 
str_id_5483|{s9}{s10}^ 当 前 状 况：{s11}^ 当 前 状 态 延 续 小 时：{reg3}^ 当 前 战 略 考 虑：{s14}^ 元 帅：{s12}^ 自 上 次 进 攻 结 束 至 今：{reg4}小 时 ^ 自 决 定 性 事 件 至 今：{reg10}小 时 ^ 自 上 次 超 过 十 八 小 时 的 休 息 至 今：{reg9}小 时 ^ 自 上 次 宴 会 结 束 至 今：{reg5}小 时 ^ 不 满 的 领 主 比 例：{reg7}%^ 不 安 分 的 领 主 比 例：{reg8}%^^ 
str_id_5484|^ 拥 有 统 治 权：{reg12}。
str_id_5485|政 治 争 议 构 成：^ 合 法 性：{reg3}^ 领 主 权 利：{reg4}^ 统 一 /和 平：{reg5}^ 平 民 权 利：{reg6}^ 领 地 归 属：{reg7}
str_id_5486|声 望：{reg2}^ 荣 誉 等 级：{reg3}。{s12}^ 朋 友：{s8}。^ 敌 人：{s6}。^{s9}
str_id_5487|你 昏 迷 了 几 分 钟，随 后 踉 跄 着 站 起 身，发 现 {s10} 正 俯 视 着 你。你 输 掉 了 这 场 决 斗。{reg33?:}
str_id_5488|{s10} 在 竞 技 场 的 尘 土 中 躺 了 几 分 钟，然 后 踉 跄 地 站 {reg65?她 :他 } 起 来。你 赢 得 了 决 斗。
str_id_5490|这 座 城 堡 暂 时 由 王 室 直 辖。
str_id_5491|这 座 城 堡 看 上 去 不 属 于 任 何 人。
str_id_5492|这 座 城 镇 暂 时 由 王 室 直 辖。
str_id_5493|这 座 城 镇 的 市 民 似 乎 宣 布 了 独 立 自 治。
str_id_5494|到 你 丈 夫，{s11}。
str_id_5495|你 看 见 配 偶 {s7} 的 旗 帜 飘 扬 在 城 堡 大 门 上 方 {reg4?:}。
str_id_5496|配 偶 {s7} 的 旗 帜 正 飘 扬 在 城 镇 大 门 上 方 {reg4?:}。
str_id_5497|^ 领 主 正 在 厅 堂 里 大 宴 宾 客。
str_id_5498|（参 加 宴 会）
str_id_5499|闹 事 的 酒 鬼 在 {s4}
str_id_5500|未 找 到 好 斗 醉 汉
str_id_5501|相 貌 粗 野 的 人 在 {s4}
str_id_5502|相 貌 粗 野 的 人 没 有 找 到 
str_id_5503|。然 而，你 已 充 分 表 现 出 色，被 邀 请 参 加 领 主 城 堡 中 正 在 进 行 的 宴 会。{reg33?:}{reg33?:}
str_id_5504|{s8}。你 也 被 邀 请 参 加 城 堡 里 正 在 进 行 的 宴 会。{reg33?:}
str_id_5507|{s11} 不 幸 的 是，{s12} 受 伤 了，被 迫 离 开。
str_id_5508|{s11} 同 样 的，{s12} 受 伤 了，被 迫 离 开。
str_id_5510|和 {s10}
str_id_5511|新 世 界 之 外。
str_id_5512|你 被 {s7} 控 告 犯 下 了 叛 国 罪，你 所 有 的 财 产 都 已 被 查 抄，为 了 生 存，你 必 须 马 上 逃 离 这 里，越 快 越 好。
str_id_5513|根 据 {s6} 的 命 令，{s5} 的 {s4} 因 叛 国 而 被 起 诉。这 位 {reg4?女 士 :领 主 } 被 剥 夺 了 所 有 {reg4?她 :他 } 的 财 产，并 已 逃 命。据 传 言 {reg4?她 :他 } 已 流 亡 {s11}。
str_id_5514|{s1} 村 是 {s3} 的 {s4} 的 领 地，但 是 他 们 的 领 主 屡 屡 对 他 们 做 出 暴 行。因 此，一 位 该 地 的 着 名 人 士 作 为 代 表 请 求 {s5} 给 予 他 们 保 护。
str_id_5515|{s1} 的 村 民 们 从 {s2} 偷 走 了 一 些 牛 
str_id_5516|{s1} 的 村 民 为 村 子 里 的 一 个 年 轻 人 绑 架 了 一 位 来 自 {s2} 最 显 赫 家 族 之 一 的 女 性 作 为 妻 子 
str_id_5517|{s1} 的 一 些 村 民 在 和 {s2} 村 争 夺 改 道 的 水 源 时 杀 死 了 一 名 村 民 
str_id_5518|你 的 新 首 席 大 臣 
str_id_5519|{s10} 是 你 的 新 首 席 大 臣，以 及 
str_id_5520|在 失 去 {s10} 后，你 转 而 服 侍 {s11}
str_id_5521|在 失 去 {s10} 后，你 忠 诚 的 属 下 {s9} 邀 请 {s11} 你 为 服 务 
str_id_5522|在 失 去 {s11} 后，你 失 去 了 可 以 效 忠 的 对 象 
str_id_5523|{s9} 的 {s8} 通 知 你 他 将 在 他 位 于 {s10} 的 大 厅 举 办 一 场 豪 华 的 宴 会，他 希 望 你 能 受 邀 作 为 尊 贵 的 来 宾 之 一 参 加 这 场 宴 会。
str_id_5524|在 你 的 {s12} 的 宫 廷 与 {s11} 商 议 
str_id_5525|尽 管 我 们 只 分 别 了 短 短 的 一 段 日 子，但 是 我 内 心 在 对 你 那 强 烈 的 思 念 的 煎 熬 下，简 直 度 日 如 年。
str_id_5526|虽 然 你 离 开 只 有 很 短 的 时 间，但 我 非 常 高 兴 再 次 见 到 你。{reg33?:}
str_id_5527|虽 然 我 已 经 有 一 段 时 间 没 有 收 到 你 的 消 息，但 我 相 信 你 一 定 非 常 忙 碌，而 你 没 有 来 看 我 绝 不 表 示 你 对 我 的 关 注 不 真 诚。{reg33?:}
str_id_5528|我 相 信 在 我 们 漫 长 的 分 离 期 间，你 一 直 以 符 合 {reg33?女 士 :绅 士 } 身 份 的 方 式 举 止 得 体。
str_id_5529|自 从 我 上 次 见 到 你 已 经 过 去 很 久 了，如 果 能 再 见 到 你，我 会 非 常 高 兴 的。
str_id_5530|你 应 该 先 征 得 我 {s11}{s16} 的 许 可，可 是 我 没 有 任 何 理 由 相 信 他 会 阻 止 你 来 见 我。
str_id_5531|。你 应 该 首 先 征 得 她 {s11}{s16} 的 许 可 
str_id_5532|唉！就 如 我 们 所 猜 想 的，我 的 {s11}{s16} 不 会 允 许 我 们 见 面，但 我 可 以 安 排 和 你 秘 密 约 会 的 方 法。
str_id_5533|既 然 我 的 {s11}{s16} 已 经 允 许 我 们 相 见，我 希 望 我 很 快 就 能 再 见 到 你。
str_id_5534|拜 访 {s3}，此 人 最 近 出 现 在 {s4}{s18}
str_id_5536|大 门 的 守 卫 已 经 接 到 允 许 你 出 入 的 命 令，而 且 你 看 到 其 中 一 位 守 卫 意 味 深 长 地 向 你 眨 了 眨 眼。
str_id_5537|守 卫 怒 视 着 你，而 你 知 道 还 是 别 去 碰 钉 子 了。然 而，当 你 往 回 走 向 你 的 寄 宿 处 的 时 候，一 个 黑 衣 老 妇 人 走 近 了 你。“我 是 {s11} 的 侍 女，”她 快 速 低 语 道。“穿 上 这 裙 子，用 这 头 巾 盖 住 你 的 脸。我 会 把 你 伪 装 成 女 帮 厨 偷 偷 带 进 这 城 堡 去 见 她—— 守 卫 不 会 看 得 很 仔 细。但 是 我 请 求 你，为 了 咱 们 的 好 处，小 心 点！
str_id_5538|守 卫 怒 视 着 你，你 知 道 最 好 别 再 招 惹 他。你 正 往 住 处 走 时，一 名 黑 衣 老 妇 人 靠 了 过 来。^“我 是 {s11} 的 侍 女，”她 低 声 急 促 地 说，“去 城 墙 外 的 泉 水 边 等 着。我 会 把 女 士 伪 装 成 牧 羊 女，悄 悄 带 她 出 来 见 你。不 过 为 了 大 家 的 安 全，你 一 定 要 小 心。”
str_id_5539|守 卫 怒 视 着 你，你 知 道 最 好 别 再 招 惹 他。你 正 往 住 处 走 时，一 名 黑 衣 老 妇 人 靠 了 过 来。^“我 是 {s11} 的 侍 女，”她 低 声 急 促 地 说，“女 士 想 见 你，但 你 得 再 等 一 阵。她 说 距 离 上 次 见 面 还 太 短，现 在 又 安 排 秘 密 会 面 实 在 太 危 险。”
str_id_5540|守 卫 对 你 怒 目 而 视，他 的 举 动 让 你 明 白 在 这 里 你 不 会 受 欢 迎。
str_id_5542|部 队 指 挥 官 匹 配 错 误—— 查 看 日 志 文 件 以 获 得 详 细 情 况 
str_id_5544|为 {s9} 做 政 治 考 虑 
str_id_5546|当 前 财 富：{reg1}金 币 
str_id_5560|被 追 捕 的 强 盗 被 {s4} 发 现 
str_id_5561|如 果 在 队 伍 中，{s4} 准 备 表 示 反 对 {s3} 的 任 务 
str_id_5564|奇 怪。那 个 人 不 像 是 个 普 通 的 找 你 麻 烦 的。他 喝 的 并 不 多—— 他 只 是 站 在 那 里，安 静 地，注 视 着 那 扇 门。你 也 许 要 考 虑 是 否 有 敌 人 知 道 你 在 镇 子 里……很 遗 憾 在 我 的 地 盘 上 要 流 血 了……
str_id_5566|你 没 有 给 他 拔 出 武 器 的 机 会……他 看 起 来 确 实 是 来 刺 杀 你 的，长 袍 下 藏 着 他 的 武 器 和 雇 主 用 来 交 换 你 性 命 的 钱 袋。他 是 个 麻 烦，但 是，还 不 至 于 要 让 你 的 地 产 被 扣 上 杀 人 凶 宅 的 恶 名。
str_id_5567|好 吧……我 得 承 认，是 他 先 挑 起 事 端 的。他 的 剑 和 钱 袋 理 应 归 你。进 来 喝 一 杯 吧；你 刚 救 了 这 里 几 个 客 人，免 得 他 们 被 劈 开 脑 袋。^不 过，我 希 望 那 家 伙 还 有 一 口 气。酒 馆 若 传 出 客 人 死 在 店 里 的 名 声，可 不 利 于 生 意。
str_id_5568|住 手！不 要 射 击！不 要 射 击！
str_id_5569|呃……我 不 参 与 这 个。
str_id_5570|{s12} 是 一 个 充 满 了 恶 意 和 争 夺 的 迷 宫，领 主 们 将 君 主 的 召 唤 置 之 不 理，并 且 做 好 了 随 时 改 换 门 庭 的 准 备。
str_id_5571|{s12} 十 分 脆 弱，大 多 数 领 主 之 间 毫 无 团 结 可 言，还 有 一 些 人 很 可 能 会 因 为 诱 惑 而 转 投 向 他 们 认 为 更 值 得 效 忠 的 君 主。
str_id_5572|{s12} 非 常 稳 固，一 些 领 主 间 可 能 互 相 怀 有 敌 意，但 是 一 旦 有 外 敌 入 侵，他 们 总 是 会 团 结 起 来 一 致 对 外。
str_id_5573|就 政 治 而 言，{s12} 是 稳 定 的 基 石。无 论 领 主 们 彼 此 如 何 看 法，他 们 都 会 共 同 对 抗 敌 人。
str_id_5574|护 民 官 {s12}
str_id_5575|{s12} 小 姐 
str_id_5576|{s12} 领 主 
str_id_5577|解 决 {s11} 和 {s12} 的 争 执 
str_id_5578|这 样 做 将 会 打 破 你 的 停 战 协 定，你 确 定 要 这 么 做 吗？
str_id_5579|如 果 你 毫 无 理 由 的 开 战，你 的 一 些 领 主 们 会 认 为 你 好 战 如 狂，你 确 定 要 这 么 做 吗？
str_id_5580|我 们 的 部 队 已 经 整 装 待 发，只 等 你 的 一 声 令 下，你 确 定 要 这 么 做 吗？
str_id_5581|寻 求 赏 识 
str_id_5582|寻 求 作 为 封 臣 
str_id_5583|寻 求 休 战 
str_id_5584|（许 诺 封 地）
str_id_5585|（无 封 地）{s12}
str_id_5586|（封 地：{s0}{s12}）
str_id_5587|请 {s65}，
str_id_5588|{s15} 已 经 被 我 们 所 控 制，你 想 试 着 说 服 {reg4?她 :他 } 加 入 吗？
str_id_5589|{s12} 的 统 治 非 常 脆 弱，这 对 我 们 而 言 的 确 是 一 个 好 消 息。他 治 下 的 领 主 们 彼 此 猜 忌，充 满 了 争 斗 和 敌 意，而 且 很 多 人 会 很 高 兴 打 开 城 门 欢 迎 一 个 更 好 的 君 主。
str_id_5590|幸 运 的 是，{s12} 的 统 治 非 常 脆 弱，领 主 们 缺 乏 合 作，互 相 猜 忌，而 且 很 多 人 会 很 高 兴 打 开 城 门 欢 迎 一 个 更 好 的 君 主。
str_id_5591|不 幸 的 是，{s12} 的 统 治 非 常 稳 固。除 非 我 们 找 到 动 摇 其 统 治 的 手 段，我 们 必 须 多 观 望 一 段 时 间，努 力 找 到 在 他 内 部 的 盟 友。
str_id_5592|不 幸 的 是，{s12} 的 统 治 极 其 稳 固。除 非 我 们 能 想 办 法 让 他 们 产 生 动 摇，否 则 我 们 很 难 找 到 内 部 的 盟 友。
str_id_5593|{playername}……我 猜 你 是 来 给 我 更 多 麻 烦 和 痛 苦 的，不 是 吗？
str_id_5594|啊。又 是 你……
str_id_5595|嗯，{playername}
str_id_5599|一 壶 蜂 蜜 
str_id_5600|一 囊 马 奶 酒 
str_id_5601|一 杯 格 瓦 斯
str_id_5602|一 杯 葡 萄 酒 
str_id_5603|你 决 定 向 {s13} 提 出 挑 战 以 使 他 收 回 他 的 侮 辱。
str_id_5605|那 你 得 另 找 时 间 跟 我 谈 了。
str_id_5606|现 在 不 是 说 话 的 时 候！
str_id_5608|当 然，我 的{reg33?:}。
str_id_5609|我 不 这 样 认 为，我 们 的 婚 姻 关 系 变 得 有 点 紧 张，你 不 觉 得 吗？
str_id_5610|为 什 么，我 的 {reg4?妻 子:丈 夫}？事 实 上，我 们 的 婚 姻 关 系 已 经 恶 化 到 这 种 地 步：此 后 每 次 谈 话，我 都 希 望 有 证 人 在 场。
str_id_5611|好 吧，除 了 这 个，你 还 有 什 么 要 说 的 吗？
str_id_5612|呸，我 对 在 角 落 里 的 窃 窃 私 语 和 密 谋 没 有 兴 趣。
str_id_5613|呸，我 对 你 厌 恶 至 极，我 才 不 会 和 你 在 阴 暗 的 角 落 讨 论 肮 脏 的 阴 谋！
str_id_5614|好 吧，你 的 计 划 是 什 么？
str_id_5615|我 们 要 一 起 为 这 个 阴 谋 冒 险 吗？我 才 不 会 呢。
str_id_5616|哈 哈，我 对 你 的 信 任 不 比 对 全 世 界 任 何 一 条 毒 蛇 更 高，我 拒 绝。
str_id_5617|我 并 不 想 参 与 你 那 些 见 不 得 人 的 计 划，但 是 有 时 这 也 是 无 可 奈 何 的。你 都 有 什 么 想 法？
str_id_5618|我 更 希 望 把 我 们 的 事 务 公 之 于 众。
str_id_5619|如 果 是 与 你 合 作 的 话，我 更 希 望 把 我 们 的 事 务 公 开。
str_id_5620|嗯……你 激 起 了 我 的 兴 趣，说 说 你 的 想 法 吧。
str_id_5621|呃……至 少 在 眼 前，还 是 继 续 让 我 们 的 事 务 秘 密 进 行 吧。
str_id_5622|很 明 智—— 这 个 世 界 上 到 处 都 是 些 成 事 不 足 败 事 有 余 的 家 伙。现 在 告 诉 我 你 都 有 什 么 想 法。
str_id_5623|你 把 我 当 什 么 了？一 个 阴 谋 家？{reg33?:}
str_id_5624|一 般 情 况 下，我 比 较 喜 欢 保 持 事 成 后 再 公 开，但 是 我 知 道 你 是 那 种 不 愿 意 参 与 密 谋 的 人，除 非 有 一 个 很 好 的 理 由。说 说 你 的 理 由 吧？
str_id_5625|我 确 定 你 想 谈 论 的 事 情 我 们 可 以 另 选 一 个 地 方 光 明 正 大 的 谈，不 是 吗？
str_id_5626|我 是 一 个 直 性 子，不 擅 长 什 么 计 谋。但 是 我 确 定 你 有 一 些 非 常 有 价 值 的 事 情 要 和 我 谈，不 是 吗？
str_id_5627|请 你 原 谅，但 我 可 不 是 一 个 愿 意 躲 在 角 落 里 做 什 么 密 谋 的 人。
str_id_5628|别 犯 这 种 错 误，但 我 还 不 信 任 你。
str_id_5629|当 然，{playername}。你 想 说 些 什 么？
str_id_5630|请 你 原 谅，我 不 会 公 开 我 们 刚 才 的 谈 话 的。
str_id_5631|别 犯 这 种 错 误，否 则 我 不 确 定 你 我 之 间 是 否 还 能 保 持 这 样 的 友 谊。
str_id_5637|真 的？嗯，这 是 我 第 一 次 听 说。除 非 你 为 那 个 主 张 积 累 支 持，否 则 你 可 能 很 难 找 到 盟 友。然 而，无 论 你 何 时 认 为 公 开 宣 称 自 己 为 {s0} 合 适，我 都 很 荣 幸 成 为 你 的 配 偶。
str_id_5638|是 的……我 听 过 这 种 说 法。虽 然 你 正 在 积 累 支 持 是 好 事，但 我 不 认 为 你 已 经 准 备 好 宣 称 自 己。然 而，我 会 让 你 自 己 判 断，当 你 决 定 时，我 都 很 荣 幸 成 为 你 的 配 偶。{reg33?:}{reg33?:}
str_id_5639|是 的……旧 世 界 的 许 多 其 他 人 也 这 么 想。也 许 是 你 宣 布 自 己 的 时 候 了，我 们 将 一 起 出 征 夺 取 你 的 王 位。我 都 很 荣 幸 成 为 你 的 配 偶。
str_id_5640|我 为 我 大 人 {s15} 选 择 伙 伴 的 品 味 而 感 到 深 深 的 困 扰。
str_id_5641|说 实 话，我 有 时 觉 得 {s15} 无 视 我 的 权 利，把 {reg15?她:他} 的 庇 护 扩 展 到 与 {reg15?她:他} 毫 无 关 系 的 人 身 上。
str_id_5642|顿 我 能 说 什 么 {s15} 因 为 他 的 法 庭 是 由 一 群 流 氓 组 成 的
str_id_5643|有 时 我 不 得 不 怀 疑，{s15}在 挑 选 宫 廷 臣 属 时 究 竟 有 没 有 判 断 力。
str_id_5644|{s15} 是 个 意 志 薄 弱 的 统 治 者，他 很 容 易 相 信 那 些 邪 魔 歪 道，并 给 予 那 些 带 给 我 痛 苦 和 伤 害 的 家 伙 们 保 护。
str_id_5645|我 得 承 认，我 有 时 会 怀 疑{s15}的 判 断，尤 其 是 留 在 身 边 的 那 些 谋 士。
str_id_5646|我 是 怎 么 认 为 的？我 认 为 {s15} 是 一 个 卑 劣 的 篡 权 者！他 的 身 边 尽 是 些 谗 言 媚 上 之 徒 和 伪 君 子！
str_id_5647|好 吧，{s15} 和 你 不 一 样，我 不 想 多 说 了。
str_id_5648|{s15}？愿 {reg15?她 :他 } 长 寿！^^（开 发 注 释：如 果 你 试 图 招 募 不 同 种 族 的 领 主，永 远 不 会 成 功）
str_id_5649|{s15} 是 我 的 君 主，在 这 个 问 题 上 我 只 能 说 这 么 多。
str_id_5650|你 是 王 位 的 合 法 继 承 人？
str_id_5651|{s14} 是 旧 世 界 的 合 法 统 治 者？
str_id_5652|{s14} 会 公 正 的 统 治 这 片 大 陆 吗？
str_id_5653|{s14} 会 保 障 我 们 的 贵 族 权 利 吗？
str_id_5654|{s14} 能 够 终 止 战 争，统 一 这 片 大 陆 吗？
str_id_5655|{s14} 会 赏 赐 我 一 块 封 地？
str_id_5656|国 王 
str_id_5657|她 
str_id_5658|他 
str_id_5659|王 后 
str_id_5660|可 汗 
str_id_5661|我 
str_id_5662|戴 夫 
