dlga_1164|Dummy first line
dlga_id:mercenary_tavern_talk.22|部 落 随 时 愿 意 为 你 而 战，队 长。^{reg3?我 和 {reg4?我 的 {reg3}名 同 伴:我 的 一 名 同 伴}:我} 已 经 准 备 效 力。^付 {reg5}枚 金 币，{reg3?我 们 就:我 就} 加 入 你。{reg3?:}
dlga_id:mercenary_tavern_talk.23|只 要 你 开 口，我 们 便 与 你 并 肩 作 战。^{reg3?我 和 {reg4?我 的 {reg3}名 战 士:我 的 一 名 战 士}:我} 已 经 准 备 听 令。^付 {reg5}枚 金 币，{reg3?我 们 就:我 就} 加 入 你。{reg3?:}
dlga_id:mercenary_tavern_talk.24|船 长！就 算 死 过 一 次，我 们 也 还 是 海 盗，也 愿 为 你 搜 遍 大 海。^{reg3?我 和 {reg4?我 的 {reg3}名 弟 兄:我 的 一 名 弟 兄}:我} 已 经 准 备 效 力。^付 {reg5}枚 金 币，{reg3?我 们 就:我 就} 加 入 你。{reg3?:}
dlga_id:mercenary_tavern_talk.25|我 们 向 黑 暗 宣 誓，如 今 也 愿 向 你 宣 誓。^{reg3?我 和 {reg4?我 的 {reg3}名 堕 落 者:我 的 一 名 堕 落 者}:我} 已 经 准 备 效 力。^付 {reg5}枚 金 币，{reg3?我 们 就:我 就} 加 入 你。{reg3?:}
dlga_id:mercenary_tavern_talk.26|需 要 法 师 吗，{reg33?女 士:先 生}？我 正 在 寻 找 一 位 领 袖，魔 法 之 风 与 我 同 在。^付 {reg5}枚 金 币，我 便 加 入 你。
dlga_id:mercenary_tavern_talk.27|需 要 符 文 大 师 的 服 务 吗，{reg33?女 士:先 生}？我 能 驾 驭 神 秘 符 文，并 将 其 铭 刻 在 盔 甲 上 提 供 保 护。^付 {reg5}枚 金 币，我 便 加 入 你。
dlga_id:mercenary_tavern_talk.28|需 要 雇 佣 兵 吗，{reg33?女 士:先 生}？^{reg3?我 和 {reg4?我 的 {reg3}名 同 伴:我 的 一 名 同 伴}:我} 正 在 寻 找 一 位 出 色 的 领 袖。^付 {reg5}枚 金 币，{reg3?我 们 就:我 就} 加 入 你。{reg3?:}
dlga_id:mercenary_after_recruited|有 何 命 令，{reg33?女 士:先 生}？
dlga_id:mercenary_after_recruited_2|做 好 准 备。我 们 黎 明 时 出 发。
dlga_id:mercenary_after_recruited_2.1|别 急，我 们 还 要 在 这 个 镇 子 呆 上 一 段 时 间。
dlga_id:close_window_380|是，{reg33?夫 人 :先 生 }。你 下 令 出 发 时，我 们 会 准 备 好 的。
dlga_id:mercenary_tavern_talk_hire|好，我 把 你 们 全 都 雇 下。这 是 {reg5}枚 金 币。
dlga_id:mercenary_tavern_talk_hire.1|好，不 过 我 只 能 雇 {reg6}个 人。这 是 {reg5}枚 金 币。
dlga_id:close_window_381|{s17}
dlga_id:tavern_mercenary_cant_lead|听 起 来 不 错，但 目 前 我 负 担 不 起 再 雇 更 多 {reg65?士 兵:人 手}。
dlga_id:close_window_382|真 可 惜。嗯，{reg3?我 们 :我 } 会 在 这 附 近 逗 留 一 阵 子，如 果 你 需 要 雇 人 的 话。
dlga_id:tavern_mercenary_cant_lead.1|听 起 来 不 错，但 目 前 我 无 法 再 指 挥 更 多 {reg65?士 兵:人 手}。
dlga_id:close_window_383|真 可 惜。嗯，{reg3?我 们 :我 } 会 在 这 附 近 逗 留 一 阵 子，如 果 你 需 要 雇 人 的 话。
dlga_id:close_window_384|抱 歉。我 现 在 不 需 要 其 他 人 手 了。{reg33?:}
dlga_id:trainer_intro_1|日 安，{reg33?姑 娘:小 伙 子}。你 看 起 来 也 是 个 来 这 片 土 地 碰 一 碰 {reg33?她:他} 的 运 气 的 冒 险 者。相 信 我，若 不 懂 得 如 何 从 绝 境 中 杀 出 一 条 生 路，你 在 这 里 活 不 了 多 久。
dlga_id:trainer_intro_2|多 谢 你 的 忠 告。这 里 看 起 来 是 座 训 练 场。我 能 在 此 学 些 战 斗 技 巧 吗？
dlga_id:trainer_intro_3|当 然 可 以。我 是 一 名 老 兵……年 轻 时 打 过 不 少 仗。现 在，我 在 这 里 训 练 初 学 者。^若 你 愿 意，我 可 以 替 你 找 几 个 对 手 切 磋；若 你 对 战 斗 理 论 有 什 么 疑 问，也 尽 管 开 口。
dlga_id:trainer_intro_4a|嗯，我 确 实 有 些 问 题 要 问。
dlga_id:trainer_intro_4b|其 实，我 已 经 可 以 开 始 实 战 练 习 了。{reg33?:}
dlga_id:trainer_talk_combat|那 好，你 想 问 什 么 就 说 吧。
dlga_id:trainer_practice_1|好。能 碰 上 一 个 肯 下 苦 功 练 习 的 人，总 是 令 人 欣 慰。让 我 看 看 你 的 本 事。
dlga_id:trainer_practice_1_2|打 得 不 错。
dlga_id:trainer_practice_1.1|哈！看 来 你 已 经 被 打 得 一 瘸 一 拐 了。别 灰 心，只 要 能 从 中 吸 取 教 训，失 败 同 样 有 价 值。^把 眼 前 的 金 星 甩 掉，再 回 去 接 着 练。想 要 获 胜，没 有 别 的 捷 径。{reg33?:}
dlga_id:trainer_talk|日 安。准 备 好 今 天 训 练 了 吗？{reg33?:}
dlga_id:trainer_talk_2|啊，准 备 好 接 受 训 练 了 吗？
dlga_id:trainer_practice_1_3|我 已 经 准 备 好 练 习 了。
dlga_id:trainer_combat_begin|先 跟 我 讲 讲 战 斗 的 基 本 要 领……
dlga_id:close_window_385|我 要 走 了。再 见。
dlga_id:trainer_talk_combat_2|你 想 知 道 哪 方 面？
dlga_id:trainer_talk_combat_3|你 还 想 知 道 哪 方 面？
dlga_id:trainer_explain_defense|告 诉 我 如 何 防 守。
dlga_id:trainer_explain_attack|告 诉 我 如 何 使 用 武 器。
dlga_id:trainer_explain_horseback|告 诉 我 如 何 在 马 上 战 斗。
dlga_id:trainer_pretalk|我 想 理 论 已 经 学 得 差 不 多 了。谈 点 别 的 吧。
dlga_id:trainer_explain_defense_2|问 得 好。作 为 战 士，首 先 要 学 会 的 就 是 保 护 自 己。避 免 受 伤 是 战 斗 的 第 一 准 则，远 比 伤 害 别 人 更 重 要。^任 何 人 都 能 胡 乱 挥 剑，指 望 偶 然 砍 中 一 块 肉；但 只 有 真 正 精 通 防 守 的 战 士，才 能 活 着 讲 述 自 己 的 战 绩。
dlga_id:trainer_explain_defense_3|如 果 你 有 一 面 盾 的 话，防 御 就 变 得 简 单 多 了，只 需 用 盾 挡 在 你 和 对 方 的 兵 器 之 间 就 行 了。^【按 住 鼠 标 右 键 就 能 用 盾 防 御。】在 这 个 模 式 下，你 能 够 挡 开 一 切 正 面 进 攻。^但 是，你 还 是 得 提 防 从 侧 面 和 背 后 来 的 打 击。{reg33?:}
dlga_id:trainer_explain_defense_4|如 果 我 没 有 盾 呢？
dlga_id:trainer_combat_pretalk|那 你 就 必 须 用 武 器 格 挡 对 手，这 比 用 盾 牌 防 守 困 难 得 多。^用 武 器 时，你 每 次 只 能 防 住 一 个 方 向 的 攻 击：劈 砍、侧 击 或 突 刺。因 此 必 须 仔 细 观 察 对 手，在 他 发 动 攻 击 之 后 再 顺 着 来 势 格 挡。^若 你 过 早 摆 出 防 守 姿 势，对 手 只 要 换 个 方 向 出 手，就 能 轻 易 击 中 你。
dlga_id:trainer_explain_attack_2|问 得 好。常 言 道，进 攻 就 是 最 好 的 防 守。许 多 战 士 都 会 采 取 进 攻 姿 态，提 前 蓄 势，等 待 最 佳 时 机 挥 出 武 器。^【按 住 鼠 标 左 键 可 以 蓄 势，松 开 左 键 即 可 发 动 攻 击。】
dlga_id:trainer_explain_attack_3|听 起 来 很 实 用。
dlga_id:trainer_explain_attack_4|这 种 方 式 很 不 错，不 过 要 记 住，你 的 对 手 可 能 会 察 觉 到 你 的 行 为，进 而 做 出 相 应 的 防 守 动 作。如 果 这 样，你 需 要 中 断 当 前 攻 击，立 即 更 换 攻 击 方 向。【你 可 以 迅 速 点 击 鼠 标 右 键 来 取 消 当 前 攻 击。】
dlga_id:trainer_explain_attack_5|若 对 手 已 经 封 住 我 的 攻 击 方 向，我 就 应 立 即 收 招，改 从 另 一 个 方 向 出 手。
dlga_id:trainer_combat_pretalk_2|没 错，选 对 出 手 方 向 是 战 斗 中 至 关 重 要 的 本 领。攻 击 主 要 分 为 四 种：右 挥、左 挥、过 顶 劈 砍 和 向 前 突 刺。你 必 须 视 局 势 灵 活 运 用。^[使 用 默 认 操 作 时，按 下 鼠 标 左 键 的 同 时，将 鼠 标 移 向 你 想 从 哪 个 方 向 发 动 攻 击。]
dlga_id:trainer_combat_pretalk_3|问 得 好。战 马 本 身 就 是 战 士 最 强 大 的 武 器 之 一：它 给 你 速 度、高 度 和 冲 击 力，也 让 你 掌 握 主 动。许 多 武 器 在 马 背 上 会 更 加 致 命，但 要 格 外 提 防 那 些 放 平 骑 枪 冲 锋 的 敌 人—— 他 们 可 能 一 击 就 把 人 挑 下 马。^[同 样，你 也 可 以 拿 起 骑 枪 或 类 似 武 器，在 不 按 攻 击 键 或 防 御 键 的 情 况 下 催 马 加 速。达 到 一 定 速 度 后，骑 枪 会 自 动 放 平。接 下 来 只 需 操 纵 战 马，将 枪 尖 对 准 敌 人。]
dlga_id:trainer_practice_1_4|我 将 新 手 训 练 分 为 四 个 阶 段，难 度 逐 级 提 高。每 个 阶 段 都 必 须 连 胜 三 场，才 能 晋 级 到 下 一 阶 段。
dlga_id:novicemaster_are_you_ready|你 已 通 过 全 部 训 练 阶 段。不 过，若 还 想 磨 炼 身 手，随 时 都 可 以 继 续 练 习。准 备 好 了 吗？
dlga_id:trainer_practice_1.1_2|干 得 不 错，{reg33?姑 娘 们:女 士，请 说}。凭 这 场 胜 利，你 已 晋 入 下 一 级 训 练。从 现 在 起，你 的 对 手 将 是 正 经 斗 士，而 不 是 街 头 混 混。打 起 精 神 来。
dlga_id:trainer_practice_1.2|进 步 可 嘉，{reg33?姑 娘:小 伙 子}。欢 迎 来 到 第 三 级 训 练。从 现 在 起，你 将 面 对 久 经 阵 仗 的 老 手—— 士 兵、竞 技 场 常 客，以 及 其 他 狠 角 色。这 些 家 伙 懂 得 不 少 阴 招，务 必 守 紧 门 户。
dlga_id:trainer_practice_1.3|你 有 冠 军 的 心，{reg33?姑 娘:小 伙 子}，剑 术 也 与 之 相 配。从 现 在 起，你 的 对 手 将 是 冠 军 斗 士—— 他 们 是 精 英 中 的 精 英，是 我 训 练 过 的 最 佳 战 士。若 能 连 续 击 败 三 人，你 便 能 加 入 他 们 的 行 列。
dlga_id:novicemaster_finish_training|看 到 如 此 可 造 之 材，实 在 令 我 欣 慰。你 已 通 过 所 有 阶 段 的 训 练；从 今 往 后，大 可 告 诉 众 人，你 曾 受 训 于 训 练 场 大 师。{reg33?:}
dlga_id:novicemaster_finish_training_2|多 谢，大 师。
dlga_id:close_window_386|祝 你 在 锦 标 赛 中 好 运。还 有，别 忘 了，如 果 你 想 随 时 练 练 剑 术，过 来 说 一 声 就 行。
dlga_id:novicemaster_are_you_ready.1|你 的 下 一 个 对 手 是{s9}。你 还 须 连 胜{reg8}场 才 能 晋 级。准 备 好 了 吗？{reg33?:}
dlga_id:novicemaster_ready_to_fight|是 的，我 已 准 备 妥 当。{reg33?:}
dlga_id:close_window_387|那 就 去 吧，祝 你 好 运。
dlga_id:novicemaster_not_ready|等 一 下，我 还 没 准 备 好。{reg33?:}
dlga_id:close_window_388|嘿，不 练 习 你 就 永 远 没 法 提 高。
dlga_id:close_window_389|日 安，我 的 {reg33?女 士 :领 主 }。我 们 预 计 大 约 {reg4}天 后 开 始 生 产。
dlga_id:master_craftsman_talk|日 安，我 的 {reg33?女 士 :大 人 }。承 蒙 您 亲 临，是 我 们 的 荣 幸。请 问 有 何 吩 咐？
dlga_id:master_craftsman_talk_2|遵 命，我 的 {reg33?女 士:大 人}。还 有 其 他 吩 咐 吗？
dlga_id:master_craftsman_accounts|让 我 们 检 查 一 下 账 簿。
dlga_id:master_craftsman_pretalk|让 我 们 盘 点 一 下 存 货。
dlga_id:master_craftsman_pretalk.1|请 将 生 产 出 来 的 货 物 随 时 卖 掉。
dlga_id:master_craftsman_pretalk.2|在 我 回 来 之 前，把 所 有 成 品 都 存 入 仓 库。
dlga_id:master_craftsman_pretalk_2|我 们 现 在 每 周 可 产 出{s3}，价 值{reg1}枚 金 币。生 产 这 些 货 物 所 需 的{s4}原 料 价 值{reg2}枚 金 币，工 钱 与 维 护 费 则 为{reg3}枚 金 币。{s9}因 此，若 仓 库 中 没 有 自 备 原 料，且 成 品 直 接 在 当 地 市 场 售 出，理 论 上 每 周 可 获 得{s12}{reg0}枚 金 币。
dlga_id:master_craftsman_disguise_asked|我 需 要 一 套 商 人 服 饰，方 便 我 出 面 洽 谈 生 意。
dlga_id:master_craftsman_pretalk_3|如 你 所 愿，{reg33?女 士:先 生}。裁 缝 量 好 尺 寸 后，我 会 尽 快 把 成 品 送 给 你。
dlga_id:master_craftsman_production_options|能 否 向 我 说 明 生 产 与 销 售 方 面 的 各 种 选 择？
dlga_id:master_craftsman_production_options_2|当 然，我 的 {reg33?女 士:大 人}。通 常 最 赚 钱 的 做 法，是 让 我 们 自 行 购 买 原 料，并 把 成 品 直 接 卖 到 市 场。凭 借 与 本 地 商 人 的 长 期 关 系，我 们 通 常 能 卖 出 很 好 的 价 钱。
dlga_id:master_craftsman_pretalk_4|不 过，若 你 能 在{s5}以 外 买 到 更 便 宜 的 原 料，可 将 其 存 入 仓 库，我 们 会 优 先 使 用，不 再 从 市 场 采 购。^同 样，若 你 认 为 成 品 在 别 处 能 卖 出 更 好 的 价 钱，也 可 命 我 们 将 产 品 存 入 仓 库，任 你 自 行 处 置。
dlga_id:master_craftsman_auction_price|我 无 法 再 继 续 经 营 这 间 工 坊 了。
dlga_id:master_craftsman_auction_decide|真 遗 憾，我 的 {reg33?长 官:领 主}。若 卖 掉 土 地 与 设 备，再 清 空 库 存，我 估 计 可 收 回 约 {reg4}枚 金 币。
dlga_id:master_craftsman_liquidation|这 个 价 钱 可 以 接 受。着 手 出 售 吧。
dlga_id:master_craftsman_pretalk_5|嗯……此 事 暂 且 搁 下。
dlga_id:close_window_390|如 您 所 愿。能 为 您 效 劳，曾 是 我 的 荣 幸。
dlga_id:close_window.1_65|暂 时 就 这 些。
dlga_id:mayor_begin|日 安，{s0}。
dlga_id:mayor_talk|你 好，陌 生 人。看 来 你 初 到 {s9}。我 是 本 城 的 行 会 会 长。{reg33?:}{reg33?:}
dlga_id:mayor_begin.1|日 安，{playername}。
dlga_id:lord_persuade_lords_to_make_peace_completed|{playername}，能 促 成 {s14} 与 {s15} 议 和，实 在 是 一 项 惊 人 壮 举，而 你 真 的 办 到 了。^你 不 仅 使 我 们 的 城 镇 免 遭 灾 祸，也 拯 救 了 数 千 条 性 命，终 结 了 这 场 苦 战 带 来 的 无 尽 悲 痛。^我 们 {s19} 的 市 民 一 向 信 守 诺 言。这 里 是 先 前 答 应 的 {reg12}枚 金 币。
dlga_id:lord_persuade_lords_to_make_peace_pay|多 谢。请 把 酬 金 给 我。
dlga_id:lord_persuade_lords_to_make_peace_no_pay|不 需 要 这 些 钱，我 只 做 认 为 是 对 的 事。{reg33?:}
dlga_id:close_window_392|哦，当 然。酬 金 早 已 备 好。请 收 下 这 {reg12}枚 金 币，也 请 接 受 我 们 最 诚 挚 的 谢 意。我 和 全 城 百 姓 都 不 会 忘 记 你 的 援 手。
dlga_id:close_window_393|你 的 确 是 位 非 凡 人 物，{reg33?夫 人 :先 生 }。能 与 你 相 识，是 我 的 荣 幸。你 不 仅 完 成 了 几 乎 不 可 能 的 壮 举，终 结 了 这 场 可 怕 的 战 争，甚 至 还 不 愿 接 受 酬 劳。既 然 如 此，我 不 再 强 求；但 请 相 信，你 将 永 远 赢 得 我 们 的 敬 意 与 感 激。{reg33?:}
dlga_id:lord_deal_with_night_bandits_completed|干 得 漂 亮，{playername}。那 些 无 法 无 天 的 恶 徒 转 眼 就 被 你 收 拾 干 净 了。多 谢 相 助，请 收 下 这 150枚 金 币 的 赏 金。
dlga_id:close_window_394|我 很 荣 幸，{s65}。
dlga_id:mayor_looters_quest_response|啊 哈，{playername}。你 有 什 么 进 展 要 报 告 的 吗？
dlga_id:mayor_looters_quest_destroyed|我 杀 掉 了 一 些 劫 匪。
dlga_id:mayor_looters_quest_goods|我 带 了 一 些 货 物 给 你。
dlga_id:close_window_395|还 没 有，先 生。告 辞。
dlga_id:mayor_looters_quest_destroyed_2|没 错，我 的 斥 候 看 到 了 全 部 经 过。此 事 足 以 让 其 他 人 在 落 草 为 寇 前 三 思！每 剿 灭 一 伙 可 得 40枚 金 币，合 计 {reg1}枚。这 是 说 好 的 酬 金。
dlga_id:close_window_396|好 消 息 还 不 止 这 些！多 亏 了 你，掠 夺 者 已 不 再 构 成 威 胁。我 们 已 有 一 阵 子 没 收 到 袭 击 报 告；即 使 还 有 残 党，也 早 已 逃 之 夭 夭 或 躲 进 深 山。商 路 安 稳，城 镇 才 能 兴 旺。^我 想，我 们 的 约 定 到 此 便 算 完 成 了，{playername}。请 收 下 这 笔 银 币，权 当 我 的 一 点 谢 意。多 谢，珍 重。
dlga_id:mayor_looters_quest_response_2|还 有 什 么？
dlga_id:mayor_looters_quest_goods_response|哈，我 就 知 道 可 以 指 望 你！告 诉 我 要 从 你 的 行 囊 中 取 走 哪 件 货 物，我 会 派 人 来 搬。我 还 需 要 价 值 {reg1}枚 金 币 的 货 物。
dlga_id:mayor_looters_quest_goods_2|{s5}.
dlga_id:mayor_looters_quest_goods_3|现 在 没 有，先 生。
dlga_id:mayor_looters_quest_response_3|还 有 什 么？
dlga_id:mayor_looters_quest_goods_response_2|好 极 了，这 是 购 买 {s6} 的 货 款。还 有 其 他 货 物 吗？我 仍 需 要 价 值 {reg1}枚 金 币 的 东 西。
dlga_id:close_window_397|干 得 漂 亮，{playername}。这 正 是 我 缺 的 最 后 一 批 {s6}。这 是 货 款，另 外 再 加 一 笔 酬 金，感 谢 你 替 我 摆 脱 了 麻 烦。^从 现 在 起，我 不 再 收 购 这 些 货 物，也 不 会 继 续 悬 赏 掠 夺 者。不 过 若 还 有 漏 网 之 鱼，镇 上 的 人 当 然 乐 意 看 到 你 继 续 追 杀 他 们。你 的 帮 助，我 不 会 忘 记。
dlga_id:close_window_398|很 高 兴 再 次 见 到 你，{playername}。我 听 说 你 成 功 地 运 送 了 这 些 牛。我 将 告 诉 商 人 们，你 是 多 么 值 得 信 赖。这 是 你 的 报 酬，{reg8}金 币。
dlga_id:move_cattle_herd_failed|我 听 说 你 在 前 往 {s9} 的 路 上 弄 丢 了 牛 群。我 费 了 很 大 力 气，才 向 牛 群 的 主 人 解 释 你 的 失 败，{reg33?女 士:先 生}。你 有 什 么 要 说 的 吗？
dlga_id:move_cattle_herd_failed_2|对 不 起。但 是 我 在 路 上 被 人 袭 击 了。
dlga_id:move_cattle_herd_failed_2.1|对 不 起。这 些 愚 蠢 的 动 物 在 晚 上 的 时 候 跑 丢 了。
dlga_id:merchant_ask_for_debts|无 论 遇 到 什 么 情 况，把 牛 群 安 全 送 达 都 是 你 的 责 任。牛 群 的 主 人 要 求 我 赔 偿 损 失，我 不 得 不 支 付 1000枚 金 币。所 以，这 笔 钱 如 今 由 你 偿 还。
dlga_id:close_window.1_66|{playername}—— 我 很 感 激 你 把 我 朋 友 的 女 儿 带 回 来。请 收 下 这 事 先 说 好 的 {reg8}金 币。我 的 朋 友 希 望 能 再 多 给 点，可 是 那 些 赎 金 已 经 让 他 一 无 所 有 了。
dlga_id:mayor_friendly_pretalk|好—— 看 来 你 果 然 追 上 了 那 伙 强 盗，也 让 他 们 明 白 破 坏 商 路 会 有 什 么 下 场。这 是 你 的 报 酬：{reg5}枚 金 币。你 当 之 无 愧，我 们 也 由 衷 感 激。
dlga_id:mayor_friendly_pretalk.1|我 已 听 说 你 的 事 迹。那 些 强 盗 得 到 了 应 有 的 下 场，你 果 然 名 不 虚 传。这 是 你 的 奖 金：{reg5}枚 金 币。我 本 想 给 得 更 多，可 那 些 恶 徒 几 乎 已 将 我 洗 劫 一 空。{reg33?:}
dlga_id:merchant_ask_for_debts_2|按 账 簿 记 载，你 尚 欠 商 人 行 会 {reg1}枚 金 币。我 最 好 现 在 就 把 这 笔 债 收 回。
dlga_id:merchant_debts_paid|好 吧。我 会 偿 清 这 笔 债。
dlga_id:mayor_pretalk|很 好。我 会 通 知 其 他 行 会 商 人，你 已 经 还 清 所 有 欠 款。
