qstr_1164|Dummy first line
qstr_With_the_passing_of_tim|随 着 时 间 流 逝，纳 斐 拉 塔 的 古 老 血 液 令 你 变 得 苍 白、狰 狞 而 空 洞。你 很 快 发 现，黑 暗 仪 式 带 来 的 新 本 能 不 只 是 嗜 血。对 生 与 死 边 界 的 侵 入，在 破 碎 心 智 中 唤 醒 了 深 切 求 知 欲。你 寻 找 的 不 是 帝 国 学 校 或 学 院 教 授 的 普 通 学 问，而 是 能 改 写 存 在 法 则 的 工 具—— 死 灵 法 术。于 是 某 一 天，你 因 为……踏 上 了 自 己 的 道 路。
qstr_With_the_passing_of_time|随 着 时 间 流 逝，纳 斐 拉 塔 的 古 老 血 液 令 你 变 得 苍 白、狰 狞 而 空 洞。永 生 除 了 证 明 你 凌 驾 于 可 悲 凡 人 之 上，还 能 意 味 着 什 么？黑 暗 血 液 抹 去 了 灵 魂 中 的 怜 悯 与 悔 恨，你 逐 渐 走 上 毁 灭 与 奴 役 之 路。万 物 必 须 属 于 你，否 则 就 该 被 你 不 洁 的 双 手 摧 毁。你 发 誓 让 血 腥 远 征 横 扫 世 界，至 于 是 什 么 促 使 你 离 开 旧 日 生 活，只 有 你 自 己 知 道……
qstr_With_the_passing_of_time_|随 着 时 间 流 逝，纳 斐 拉 塔 的 古 老 血 液 令 你 变 得 苍 白、狰 狞 而 空 洞。可 怕 幻 象 与 低 语 本 就 伴 随 你 一 生，那 场 诡 异 事 件 终 于 压 垮 了 摇 摇 欲 坠 的 心 智。过 多 力 量 落 入 手 中，将 你 彻 底 击 碎。你 逃 离 现 实，躲 进 自 己 疯 狂 的 世 界，化 作 随 时 扑 向 猎 物 的 怪 物。希 尔 瓦 尼 亚 郊 外 开 始 流 传 传 闻：有 生 物 在 雾 笼 死 地 中 猎 杀 并 吞 食 独 行 者。^但 即 使 最 疯 狂 的 人 也 知 道，拥 有 如 此 力 量、时 间 又 失 去 意 义 后，世 上 还 有 更 伟 大 的 事 可 做。你 的 心 智 将 目 标 的 转 变 解 释 为……
qstr_The_seeker_of_knowle|知 识 的 追 寻 者，智 慧 与 魔 法 的 守 护 者。你 一 直 自 然 而 然 地 崇 拜 他，因 为 你 对 一 切 神 秘 和 新 奇 的 事 物 都 充 满 兴 趣。即 使 搬 到 远 离 其 信 仰 中 心—— 霍 斯 白 塔—— 的 阿 瑟 尔·洛 伦 后，这 份 兴 趣 也 从 未 消 退。于 是，你 在 他 仁 慈 的 注 视 下 继 续 研 究 大 自 然 中 的 神 秘 知 识，直 到 有 一 天，你 因 为……而 产 生 了 离 开 的 冲 动。
qstr_Mother_of_all_elves_|所 有 精 灵 的 母 亲，收 获 与 丰 饶 的 女 神，库 尔 努 斯 的 妻 子。自 从 你 来 到 魔 法 森 林，你 对 伊 莎 的 信 仰 变 得 更 加 强 烈。她 的 存 在 以 你 的 女 王 阿 里 尔 的 形 式 显 现 于 你 眼 前，赐 予 你 她 对 子 民 之 爱 的 终 极 标 志。她 神 性 的 许 多 方 面 反 映 在 你 的 行 为 中，因 为 你 总 是 关 心 你 的 兄 弟 姐 妹 并 为 他 们 谋 福 利。你 关 怀 的 领 导 本 性 促 使 你 离 开 原 地，将 母 亲 的 神 圣 援 助 带 到 需 要 的 地 方，但 表 面 的 理 由 是……
qstr_The_divine_blacksmit|神 圣 的 铁 匠，残 疾 的 锻 造 大 师。木 精 灵 一 直 将 瓦 尔 作 为 他 们 的 主 要 神 祇 之 一 来 崇 拜，尤 其 是 在 你 居 住 的 托 尔 戈 万 领 地，因 为 统 治 者 达 斯 勋 爵 被 认 为 是 神 本 身 的 化 身。你 的 创 造 力 和 天 生 的 手 工 技 能，通 过 托 尔 戈 万 铁 匠 的 教 导 磨 练，使 你 感 到 更 接 近 瓦 尔 本 人，以 至 于 每 次 锤 子 落 在 铁 上 时 都 能 听 到 神 的 声 音。随 着 锻 造 的 热 量 在 你 心 中 燃 烧，有 一 天 你 离 开 了 家 乡，因 为……
qstr_Goddess_of_dreams_pr|梦 境、预 言 与 命 运 的 女 神，她 主 要 被 巴 托 尼 亚 人 崇 拜，他 们 称 她 为 湖 中 女 神，但 即 使 在 阿 瑟 尔 · 洛 伦，来 自 乌 苏 安 的 精 灵 中 仍 存 在 对 她 的 崇 拜，你 便 是 证 明。你 一 生 祈 祷 她 的 祝 福 降 临 于 你，你 获 得 了 远 见 的 礼 物，使 你 的 眼 睛 能 够 完 美 地 看 穿 距 离 和 时 间 本 身。凭 借 新 获 得 的 礼 物，你 出 发 成 为 冒 险 者，因 为……
qstr_The_trickster_the_la|诡 计 者，复 仇 的 欢 笑 之 神。作 为 这 位 模 棱 两 可 神 祇 的 秘 密 崇 拜 者 之 一，你 花 费 时 间 潜 伏 在 阴 影 中，准 备 扑 向 那 些 胆 敢 威 胁 你 家 园 的 敌 人。比 风 还 迅 捷，你 的 刀 刃 总 是 准 备 品 尝 受 害 者 的 鲜 血，在 你 动 作 创 造 的 恐 怖 而 庄 严 的 死 亡 之 舞 中。然 而，邪 恶 势 力 是 无 情 的。因 此，你 不 得 不 与 族 人 分 道 扬 镳，踏 上 你 神 的 扭 曲 神 圣 之 路，将 你 即 兴 的 决 定 合 理 化，说 这 一 切 都 是 因 为……
qstr_Dark_goddess_of_brut|残 酷 狩 猎 与 复 仇 的 黑 暗 女 神，谋 杀 之 主 凯 拉 · 门 莎 · 凯 恩 的 姐 妹。作 为 一 位 被 从 与 秩 序 势 力 结 盟 的 精 灵 万 神 殿 中 放 逐 的 神 祇，你 不 得 不 在 位 于 古 老 森 林 最 黑 暗 深 处 的 秘 密 领 域 里 继 续 崇 拜 她。她 的 祝 福 赐 予 你 一 种 野 蛮 的 渴 望，去 潜 行 和 杀 戮 你 的 猎 物，这 份 礼 物 你 向 家 人 和 朋 友 隐 瞒，因 为 你 知 道 如 果 他 们 发 现 你 被 她 黑 暗 的 愤 怒 玷 污，死 亡 将 是 你 的 判 决。因 此，狩 猎 的 欲 望 在 你 灵 魂 中 越 来 越 强 烈，直 到 有 一 天 你 不 得 不 离 开 一 切，追 随 你 女 神 的 野 蛮 道 路。对 任 何 询 问 的 人，你 说 你 离 开 是 因 为……
qstr_The_travel_surely_ch|旅 行 确 实 改 变 了 你，尽 管 你 不 确 定 是 变 好 还 是 变 坏。事 实 上，你 开 始 认 为 自 己 太 重 要 了，不 能 屈 居 于 其 他 统 治 者 之 下，于 是 你 煽 动 了 一 场 叛 乱。血 腥 屠 杀 很 严 重，几 乎 与 这 一 大 胆 行 动 的 失 败 一 样 严 重。当 你 被 俘 时，高 阶 先 知 们 决 定 了 一 种 更 适 合 你 这 样 的 强 大 战 士 的 惩 罚：在 忏 悔 地 狱 军 团 中 担 任 军 官。一 场 又 一 场 战 斗，你 在 军 团 中 服 刑，并 被 重 新 接 纳 回 社 会，剥 夺 了 所 有 以 前 的 头 衔 和 荣 誉。然 而，在 作 为 普 通 公 民 生 活 了 一 段 时 间 后，你 决 定 离 开，因 为……
qstr_All_the_experiences_|漫 长 旅 程 和 你 在 黑 暗 之 地 以 前 的 生 活 中 积 累 的 所 有 经 验 终 于 结 出 果 实，因 为 你 最 终 被 允 许 携 带 恶 魔 铁 匠 的 头 衔。作 为 达 维 · 扎 尔 新 殖 民 帝 国 中 最 有 影 响 力 的 人 物 之 一，你 以 铁 腕 统 治，愿 意 牺 牲 一 切 来 增 强 你 的 工 艺 和 艺 术，并 用 每 一 次 锤 击 取 悦 黑 暗 之 父。然 而，许 多 人 对 你 的 残 暴 暴 政 不 满，因 此 一 天 晚 上，一 队 战 士 在 你 工 作 时 突 袭 了 你 的 奥 术 锻 炉，企 图 杀 死 你。但 你 还 是 设 法 逃 脱 并 继 续 生 活，之 后 你 改 了 名 字。随 着 时 间 的 推 移，大 多 数 人 忘 记 了 你，你 变 成 了 一 个 传 说，一 个 讲 述 你 如 何 离 开 的 传 说，因 为……
qstr_Through_learning_dev|通 过 学 习、奉 献 和 在 需 要 的 地 方 行 贿，你 最 终 设 法 进 入 了 哈 舒 特 先 知—— 混 沌 矮 人 高 阶 领 主 之 一—— 的 随 从 队 伍，成 为 他 的 个 人 侍 从。奥 术 仪 式、牺 牲、公 共 游 戏，你 目 睹 了 所 有 这 一 切，从 主 人 的 行 动 和 实 践 中 汲 取 知 识，并 从 他 人 的 痛 苦 中 推 断 出 宝 贵 的 教 训。你 饮 下 了 哈 舒 特—— 黑 暗 之 父—— 的 恶 意 精 华，直 到 它 对 你 成 瘾，让 你 渴 望 更 多。因 此，你 决 定 离 开 伟 大 黑 曜 石 神 庙 城 市 的 安 全，去 寻 找 将 你 变 成 种 族 中 最 强 大 法 师 的 禁 忌 知 识。为 了 保 密 你 的 真 实 目 标，你 谎 报 了 离 开 的 理 由，说 这 一 切 都 是 因 为……
qstr_Liquid_fire_and_molt|液 态 火 焰 与 熔 融 金 属 在 混 沌 矮 人 黑 色 城 市 的 巨 大 工 业 熔 炉 中 奔 流 不 息，仿 佛 只 有 沸 腾 的 炽 热 能 阻 止 那 些 城 市 崩 塌 枯 朽。迁 入 新 土 地 后，你 在 社 会 中 找 到 了 位 置：你 是 少 数 懂 得 驾 驭 巨 型 锻 炉 的 人 之 一，能 为 达 维 扎 尔 军 队 制 造 令 人 畏 惧 的 火 炮、盔 甲 与 武 器。你 的 手 艺 很 快 在 城 中 声 名 鹊 起，许 多 人 争 相 购 买 你 的 大 师 之 作。^然 而，一 名 铁 匠 开 始 出 售 比 你 更 精 良 的 装 备，你 的 好 运 戛 然 而 止。过 了 一 段 时 间，你 离 开 了 城 市，因 为……
qstr_The_great_temple_cit|混 沌 矮 人 的 伟 大 神 庙 城 市 是 邪 恶 与 恐 怖 的 黑 暗 之 地，那 里 的 快 乐 和 慰 藉 来 自 于 大 多 数 人 称 之 为 可 憎 和 异 端 的 行 为。其 中 一 项 活 动 当 然 是 参 加 奴 隶 之 间 组 织 的 众 多 战 斗。作 为 角 斗 士 奴 隶 居 住 的 浅 层 监 狱 的 领 主，你 几 乎 神 圣 的 职 责 是 训 练 并 挑 选 他 们 中 最 具 攻 击 性 的 战 士，以 便 他 们 在 竞 技 场 中 屠 杀 不 幸 的 较 弱 同 伴 时 能 上 演 一 场 好 戏。直 到 有 一 天，在 一 次 竞 技 场 事 件 中，不 可 能 的 事 情 发 生 了。你 最 著 名 的 冠 军 之 一 被 指 定 的 受 害 者 杀 死 了。由 于 失 败 而 被 降 职，你 尝 试 过 普 通 公 民 的 生 活，直 到 有 一 天 你 决 定 离 开 这 一 切，因 为……
qstr_The_arrival_in_the_l|抵 达 阿 尔 比 恩 之 地 标 志 着 哈 苏 特 赋 予 混 沌 矮 人 的 任 务 的 结 束，尽 管 并 非 所 有 人 都 热 衷 于 在 那 里 定 居 并 建 立 新 帝 国。例 如，你 将 新 土 地 视 为 满 足 贪 婪 的 新 机 会。追 寻 更 大 的 财 富，掠 夺 村 庄 和 农 场 的 邪 恶 游 戏，鲜 血 浸 透 战 斧 刀 刃 散 发 出 的 铁 腥 味，这 些 都 是 你 在 漫 长 危 险 的 旅 程 到 达 这 些 异 国 他 乡 后 所 渴 望 的。于 是 你 与 少 数 人 出 发，多 年 来 你 成 为 在 布 列 塔 尼 亚 海 岸 游 荡 的 最 令 人 恐 惧 的 流 亡 者 据 点 之 一。然 而，你 的 掠 夺 好 运 有 一 天 结 束 了，当 你 带 着 小 战 帮 登 陆 后，被 莱 昂 库 尔 国 王 的 士 兵 伏 击。返 回 你 的 城 市 后，你 在 那 里 待 了 一 段 时 间，但 随 后 你 决 定 离 开，因 为……
qstr_Leader_of_your_own_S|作 为 你 自 己 史 坚 克 部 落 的 领 袖，你 的 崛 起 需 要 时 间 和 一 点 运 气，但 最 重 要 的 是 钢 铁 般 的 纪 律 和 对 上 级 的 忠 诚，这 些 功 绩 让 你 一 次 次 赢 得 青 睐 并 超 越 同 伴。你 学 会 了 通 过 复 杂 的 史 坚 克 指 挥 语 言 来 指 导 他 们，而 你 四 肢 的 力 量 帮 助 你 在 对 抗 侵 扰 家 乡 丛 林 的 入 侵 者 和 掠 夺 者 的 许 多 战 斗 中 生 存 并 获 胜。然 而，随 着 时 间 的 推 移，你 看 到 其 他 你 认 为 更 合 适 的 人 选 崛 起，那 些 年 轻 勇 敢 能 干 的 史 坚 克，是 大 计 划 的 未 来。于 是，你 抓 住 机 会 退 位，让 位 给 其 中 一 人，并 离 开 了 你 的 部 落，因 为：
qstr_An_honor_granted_onl|这 种 荣 誉 只 会 赐 予 那 些 与 魔 法 和 神 圣 领 域 联 系 最 深 的 灵 蜥。你 成 为 了 法 师 祭 司、仪 式 主 持 者、沉 睡 史 兰 祭 司 的 贴 身 助 手，以 及 古 圣 的 先 知。古 老 金 字 塔 深 处 的 宏 伟 圣 殿 成 为 你 的 家；你 在 那 里 研 究 远 古 铭 文 隐 藏 的 秘 密，并 以 诸 神 代 言 人 的 身 份 主 持 仪 式，守 护 神 殿 都 市 与 人 民。^然 而，大 计 划 必 须 继 续，而 它 的 道 路 向 来 神 秘 莫 测。终 于 有 一 天，它 推 动 你 离 开，因 为……
qstr_Feeding_the_many_is_|养 活 族 群，是 变 色 龙 潜 行 者 肩 负 的 责 任。他 们 是 狩 猎 大 师，也 是 丛 林 中 的 无 声 之 影。对 你 而 言，伏 击 露 丝 契 亚 的 野 兽 并 非 唯 一 任 务—— 就 连 入 侵 者 耗 尽 体 力 后，也 不 过 是 格 外 鲜 美 的 食 物。你 和 同 族 经 过 漫 长 追 猎，成 功 捕 获 一 群 来 自 旧 世 界 的 墓 穴 劫 掠 者，亲 自 证 实 了 这 一 点。^你 也 明 白，无 法 食 用 的 猎 物 可 以 献 给 古 圣，换 取 其 他 恩 赐。多 年 丰 收 的 狩 猎 过 去 后，命 运 之 日 终 于 到 来，你 决 定 离 开 猎 人 的 生 活，因 为……
qstr_The_ancient_giant_st|古 老 的 巨 型 建 筑 高 耸 于 翠 绿 丛 林 的 树 冠 之 上，守 护 着 生 命 本 身 的 秘 密。它 们 由 克 罗 西 格 的 蛮 力 建 造，却 依 照 灵 蜥 建 筑 师 世 代 保 存 的 传 统 技 艺 设 计 与 雕 刻；这 些 技 艺 最 早 由 古 圣 建 造 伊 塔 扎 时 传 授。^作 为 一 名 建 筑 师，你 掌 握 了 这 些 知 识，勤 勉 地 修 缮 与 维 护 城 中 的 神 殿 和 建 筑，每 一 块 石 料 都 不 再 对 你 隐 藏 秘 密。但 循 环 必 须 延 续，老 一 代 终 须 为 新 人 让 路。你 觉 得 传 递 火 炬 的 时 刻 已 到，于 是 离 开，因 为……
qstr_The_thick_jungles_of|露 丝 契 亚 的 浓 密 丛 林 危 机 四 伏，遍 布 物 质、奥 术 与 恶 魔 威 胁，其 中 一 些 甚 至 可 以 追 溯 到 大 灾 变 时 代。为 了 保 护 族 群，蜥 蜴 人 维 持 着 严 格 的 小 型 独 立 军 团 与 巡 逻 队 体 系，不 断 巡 视 各 自 区 域，消 灭 沿 途 发 现 的 威 胁。^你 曾 是 其 中 一 支 队 伍 的 丛 林 战 士，经 历 过 无 数 小 规 模 战 斗，是 一 名 勇 猛 而 娴 熟 的 灵 蜥。但 战 场 上 的 好 运 不 会 永 远 持 续；明 智 的 战 士 知 道，最 后 一 战 终 有 到 来 的 一 天。你 希 望 以 自 己 的 方 式 迎 接 它，因 此 离 开 巡 逻 队，因 为……
qstr_When_the_event_of_a_|每 当 冷 血 兽 孵 化，大 多 数 幼 兽 都 会 被 放 归 野 外；只 有 表 现 出 特 殊 力 量 的 个 体，才 会 被 蜥 蜴 人 留 下，训 练 成 坐 骑 或 战 争 巨 兽。挑 选、驯 服 并 照 料 这 些 野 兽，需 要 灵 蜥 牧 兽 师 如 你 一 般 老 练 的 眼 光 与 本 能。^无 数 凶 猛 野 兽 在 你 的 照 料 下 变 得 顺 从，并 在 大 计 划 中 找 到 了 用 途。每 驯 养 一 头 冷 血 兽，你 对 它 们 思 维 的 理 解 和 建 立 羁 绊 的 能 力 便 更 进 一 步。数 个 世 纪 后，你 决 定 在 世 界 上 留 下 自 己 的 印 记，于 是 离 开，因 为……
qstr_Blood_for_the_blood_|鲜 血 献 给 血 神。你 对 屠 杀 的 狂 热 激 情 只 与 你 对 所 有 神 祇 中 最 强 大 的 神、仇 恨 与 毁 灭 之 神 的 奉 献 相 等。
qstr_Your_vision_of_life_|你 对 生 活 的 看 法 是 享 乐 主 义 和 过 度。你 分 享 沙 力 士 的 愉 悦，并 过 着 强 奸、掠 夺 和 奴 役 帝 国 边 缘 人 类 村 庄 的 生 活。
qstr_The_Bretonnian_court|布 列 塔 尼 亚 宫 廷 将 兽 人 对 埃 斯 塔 利 亚 的 征 服 称 为“大 疾 病”，而 就 你 而 言，这 仅 仅 意 味 着 你 的 种 族 正 在 成 功 执 行 摧 毁 人 类 身 体 和 心 灵 的 任 务。你 崇 拜 纳 垢，瘟 疫 与 腐 败 之 神，他 以 较 弱 种 族 的 绝 望 为 食。兽 人 是 人 类 身 上 的 瘟 疫，而 这 场 瘟 疫 将 是 他 们 的 毁 灭。
qstr_Your_whole_life_you_|你 一 生 都 秉 持 着 这 样 的 理 念：如 果 你 想 要 某 样 东 西，你 就 去 夺 取 它。我 有 一 个 伟 大 的 野 心 和 信 念，认 为 你 的 命 运 是 崛 起 至 兽 群 顶 端，并 领 导 大 军 对 人 类 的 土 地、精 灵 和 矮 人 取 得 最 终 胜 利。凭 借 你 的 力 量 和 你 的 神 奸 奇 的 力 量，整 个 世 界 在 你 面 前 化 为 废 墟 只 是 时 间 问 题。
qstr_A_cooking_pot_is_lik|一 口 烹 饪 锅 就 像 你 自 己 的 延 伸，你 对 草 药、香 料 和 烹 饪 技 巧 的 知 识 在 你 所 在 的 街 道 上 无 人 能 及。你 可 以 用 任 何 东 西 做 炖 菜，但 事 实 上 你 是 个 挑 剔 的 食 客，只 想 吃 最 精 美 的 食 材。
qstr_Your_mother_always_t|你 的 母 亲 总 是 教 你 健 康 食 物 的 价 值，这 个 教 训 在 你 成 长 过 程 中 一 直 伴 随 着 你。你 甚 至 学 会 了 自 己 捕 鱼，经 常 在 码 头 边 蹲 守 长 达 12小 时，希 望 能 钓 到 一 条 四 英 尺 长 的 鱼。
qstr_The_meatier_the_juic|肉 越 厚、汁 越 多、吃 相 越 狼 狈，你 就 越 喜 欢。夜 里 大 吃 一 顿 回 来 时，你 的 衬 衣 很 少 还 是 干 净 的，但 肚 子 总 是 鼓 胀 而 满 足。
qstr_You_love_to_gorge_al|你 喜 欢 整 天 狼 吞 虎 咽 地 吃 奶 酪、肉 酱、香 肠、鹅 肉、埃 斯 塔 利 亚 午 餐 肉，你 喜 欢 所 有 这 些 东 西，而 且 越 多 越 开 心。
qstr_You_didn_t_have_much|你 没 有 太 多 时 间 花 在 厨 房 上。你 喜 欢 把 日 子 花 在 穆 特 边 界 内 所 有 酒 馆 和 客 栈 里 喝 酒，甚 至 偶 尔 在 伟 大 的 帝 国 饮 酒 大 厅 里。
qstr_You_have_an_exceptio|你 拥 有 非 凡 的 嗓 音，并 且 熟 记 数 百 首 经 典 歌 曲。你 在 穆 特 的 所 有 酒 馆 中 都 备 受 追 捧，甚 至 被 帝 国 精 英 雇 佣 在 婚 礼 和 葬 礼 上 演 唱。
qstr_Hounds_are_great_fri|猎 犬 是 半 身 人 的 好 朋 友，也 是 极 佳 的 坐 骑。它 们 比 公 羊 更 稳 定，适 合 骑 射，并 且 更 善 于 躲 避 来 袭 的 步 兵。你 训 练 它 们 如 何 在 战 斗 中 表 现，以 及 如 何 在 面 对 半 身 人 可 能 从 希 尔 瓦 尼 亚 领 地 遭 遇 的 许 多 恐 怖 时 保 持 无 畏。
qstr_The_renowned_archers|半 身 人 军 队 中 著 名 的 弓 箭 手 需 要 大 量 的 装 备 和 弹 药，用 于 训 练 和 被 雇 佣 参 加 的 战 争。你 曾 在 洛 伦 森 林 外 最 大 的 制 箭 厂 工 作，团 队 有 三 十 人。
